file,title,author,licenses,source_page,size_bytes
bulk/epic-man-of-death-voice/Win.wav,Epic Man of Death!! Voice,WakianTech,CC-BY 3.0,https://opengameart.org/content/epic-man-of-death-voice,307380
bulk/epic-man-of-death-voice/Haha_0.ogg,Epic Man of Death!! Voice,WakianTech,CC-BY 3.0,https://opengameart.org/content/epic-man-of-death-voice,29515
bulk/akisey-dance/Akisey Dance.mp3,Akisey Dance,Snabisch,CC-BY 3.0,https://opengameart.org/content/akisey-dance,1565155
bulk/epic-man-of-death-voice/Haha.wav,Epic Man of Death!! Voice,WakianTech,CC-BY 3.0,https://opengameart.org/content/epic-man-of-death-voice,263456
bulk/retro-sounds-0/retro_sound_1_0.wav,Retro Sounds,artisticdude,CC0,https://opengameart.org/content/retro-sounds-0,244364
bulk/retro-sounds-0/retro_sound_2.wav,Retro Sounds,artisticdude,CC0,https://opengameart.org/content/retro-sounds-0,201258
bulk/cyberpunk-boss/cyberpunk_boss.flac,Cyberpunk Boss,aroldv,CC-BY 4.0,https://opengameart.org/content/cyberpunk-boss,21164610
bulk/game-over-ii/Game Over II_2.ogg,Game Over II,Kistol,CC0,https://opengameart.org/content/game-over-ii,501951
bulk/futility-belt/futilitybelt_0.mp3,Futility Belt,iamoneabe,CC0; Public Domain,https://opengameart.org/content/futility-belt,17169857
bulk/fun-adventure/Fun_Adventure.ogg,Fun Adventure,Hitctrl,CC-BY 3.0,https://opengameart.org/content/fun-adventure,1121020
bulk/fun-adventure/Fun Adventure.mp3,Fun Adventure,Hitctrl,CC-BY 3.0,https://opengameart.org/content/fun-adventure,4230709
bulk/retro-computer-noise/computer-noise_0.mp3,Retro Computer Noise,aquinn,CC0,https://opengameart.org/content/retro-computer-noise,1278119
bulk/the-final-boss-has-revealed-its-evil-plans/FinalBoss.wav,The Final Boss has revealed it's evil plans!!,Frenchyboy,CC0,https://opengameart.org/content/the-final-boss-has-revealed-its-evil-plans,4485164
bulk/game-over-ii/Game Over II_0.flac,Game Over II,Kistol,CC0,https://opengameart.org/content/game-over-ii,3943561
bulk/rpg-exploration-the-lost-city/RPG_Exploration_The_Lost_City_.ogg,RPG Exploration (The Lost City),Hitctrl,CC-BY 3.0,https://opengameart.org/content/rpg-exploration-the-lost-city,1060882
bulk/jazz-saxaphone/Jazz Saxaphone_0.mp3,jazz (saxaphone),Pro Sensory,CC0,https://opengameart.org/content/jazz-saxaphone,2071739
bulk/rpg-exploration-the-lost-city/RPG Exploration (The Lost City).mp3,RPG Exploration (The Lost City),Hitctrl,CC-BY 3.0,https://opengameart.org/content/rpg-exploration-the-lost-city,4196227
bulk/red-doors-v20/Red Doors 2.0 (GameClosure Edition)_0.mp3,Red Doors v2.0,Matthew Pablo,CC-BY 3.0,https://opengameart.org/content/red-doors-v20,5395739
bulk/cyber-power/cyber_power_0.mp3,Cyber Power,Bogart VGM,CC-BY 4.0,https://opengameart.org/content/cyber-power,5131260
bulk/sunday-storm/sundaystorm_0.mp3,Sunday Storm,iamoneabe,CC0; Public Domain,https://opengameart.org/content/sunday-storm,10242184
bulk/menu-select-tick/menu tick.wav,Menu select tick,mikeask,CC0,https://opengameart.org/content/menu-select-tick,24752
bulk/forgotten-victory/ForgottenVictory.ogg,Forgotten Victory,yd,CC0,https://opengameart.org/content/forgotten-victory,3845115
bulk/8bit-title-screen/8Bit Title Screen.mp3,8Bit Title Screen,Joth,CC0,https://opengameart.org/content/8bit-title-screen,356018
bulk/mute-ation-sad-frog-song/Sad Frog Song_MNm.ogg,Mute-atioN - Sad Frog Song,Mute-atioN,CC-BY 3.0,https://opengameart.org/content/mute-ation-sad-frog-song,3198911
bulk/hadsome-bass/Handsome Bass.mp3,Hadsome Bass,Snabisch,CC-BY 3.0,https://opengameart.org/content/hadsome-bass,1476548
bulk/vice-police/tausdei_-_vice_police.mp3,Vice Police,Tausdei,CC-BY 3.0,https://opengameart.org/content/vice-police,6243703
bulk/medieval-exploration/Exploration_0.mp3,Medieval: Exploration,RandomMind,CC0,https://opengameart.org/content/medieval-exploration,9446112
bulk/atmospheric-house-i/Atmospheric House I_0.mp3,Atmospheric House I,Bogart VGM,CC-BY 3.0,https://opengameart.org/content/atmospheric-house-i,8152596
bulk/cave-theme/cave themeb4.ogg,Cave Theme,?,CC0; OGA-BY 3.0; Public Domain,https://opengameart.org/content/cave-theme,3203408
bulk/comedy-funny-background-song/acoustic_comedy.mp3,Comedy Funny Background Song,Almitory,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0; CC0; GPL 2.0; GPL 3.0; OGA-BY 3.0,https://opengameart.org/content/comedy-funny-background-song,3602889
bulk/upbeat-techno-spacenomad-1/dudalduu_0.mp3,"upbeat ""techno"" spacenomad 1",SouljahdeShiva,CC-BY 3.0,https://opengameart.org/content/upbeat-techno-spacenomad-1,2438597
bulk/victory-or-wedding-music-with-bells-c64-style/victory_or_wedding_music_with_bells_c64_style_0.ogg,Victory or Wedding Music with Bells C64 Style,skrjablin,CC-BY 3.0; CC0; Public Domain,https://opengameart.org/content/victory-or-wedding-music-with-bells-c64-style,710864
bulk/cyber-sin-city-remix/Cyber Sin City_Remix.mp3,Cyber Sin City (remix),Eric Matyas,CC-BY 3.0,https://opengameart.org/content/cyber-sin-city-remix,3007985
bulk/last-cyber-dance/neocrey - Last Cyber Dance_0.ogg,Last Cyber Dance,?,CC-BY 3.0,https://opengameart.org/content/last-cyber-dance,4750387
bulk/free-cinematic-atmospheric-guitar-music-3/no_space_to_think.flac,"Free Cinematic, Atmospheric Guitar Music 3",Porcupus,CC-BY 4.0,https://opengameart.org/content/free-cinematic-atmospheric-guitar-music-3,10992389
bulk/epic-orchestradrum-music/orchestra music_1.mp3,Epic Orchestra+Drum music,TAD,CC-BY 3.0,https://opengameart.org/content/epic-orchestradrum-music,3971365
bulk/fantasy-0/FantasyWav.wav,Fantasy,Boogey999,CC0,https://opengameart.org/content/fantasy-0,17309344
bulk/heavenly-loop/Heavenly Loop_0.ogg,Heavenly Loop,isaiah658,CC0,https://opengameart.org/content/heavenly-loop,1224922
bulk/retro-space-bgm/ancientbgm_0.mp3,Retro Space BGM,Monster Logix Studio,CC0; Public Domain,https://opengameart.org/content/retro-space-bgm,357754
bulk/heavenly-loop/Heavenly Loop.flac,Heavenly Loop,isaiah658,CC0,https://opengameart.org/content/heavenly-loop,2057506
bulk/fall-of-nightmares-epic-orchestral/Fall of Nightmares [orchestral]_mastered.wav,"Fall of Nightmares [Epic, Orchestral]",nene,CC0,https://opengameart.org/content/fall-of-nightmares-epic-orchestral,15547474
bulk/battle-wazeel/battle! Wazeel!_0.ogg,Battle! Wazeel!,Spring Spring,CC0; Public Domain,https://opengameart.org/content/battle-wazeel,1979809
bulk/battle-wazeel/battle! Wazeel! (+1)_0.ogg,Battle! Wazeel!,Spring Spring,CC0; Public Domain,https://opengameart.org/content/battle-wazeel,1977520
bulk/battle-wazeel/BW3.ogg,Battle! Wazeel!,Spring Spring,CC0; Public Domain,https://opengameart.org/content/battle-wazeel,3161028
bulk/retro-space-bgm/introwavybgm_0.mp3,Retro Space BGM,Monster Logix Studio,CC0; Public Domain,https://opengameart.org/content/retro-space-bgm,272490
bulk/mml-toxic-skinnies-bass-y/Toxic Skinnies - Bass Y.ogg,MML Toxic Skinnies - Bass Y,Varon Kein,CC-BY 3.0,https://opengameart.org/content/mml-toxic-skinnies-bass-y,1371501
bulk/epic-ambient-track/Creepy Ambience.mp3,EPIC AMBIENT TRACK,Muncheybobo,CC-BY 3.0,https://opengameart.org/content/epic-ambient-track,2007600
bulk/dungeon-ambience/dungeon002_0.ogg,Dungeon Ambience,yd,CC0,https://opengameart.org/content/dungeon-ambience,1202848
bulk/retro-synthwave-loops/hostile_territory-loop1.ogg,Retro Synthwave Loops,Magnesus,CC-BY 4.0,https://opengameart.org/content/retro-synthwave-loops,893368
bulk/retro-synthwave-loops/going_undercover-loop1.ogg,Retro Synthwave Loops,Magnesus,CC-BY 4.0,https://opengameart.org/content/retro-synthwave-loops,873450
bulk/retro-synthwave-loops/deadly_contracts-loop1.ogg,Retro Synthwave Loops,Magnesus,CC-BY 4.0,https://opengameart.org/content/retro-synthwave-loops,1179626
bulk/retro-synthwave-loops/shadow_operations-loop1.ogg,Retro Synthwave Loops,Magnesus,CC-BY 4.0,https://opengameart.org/content/retro-synthwave-loops,543258
bulk/retro-synthwave-loops/the_price_of_freedom-loop1.ogg,Retro Synthwave Loops,Magnesus,CC-BY 4.0,https://opengameart.org/content/retro-synthwave-loops,907501
bulk/soundscape-dust-ambient-guitar/Dust_1.mp3,Soundscape - Dust - Ambient Guitar,Tri-Tachyon,CC-BY 4.0,https://opengameart.org/content/soundscape-dust-ambient-guitar,8424318
bulk/electro-mosaic-psg-version/electro mosaic PSG.mp3,Electro Mosaic (PSG Version),Snabisch,CC-BY 3.0,https://opengameart.org/content/electro-mosaic-psg-version,1419705
bulk/loop/cubedcanada+loop_3.mp3,Loop,symphony,CC0,https://opengameart.org/content/loop,3211266
bulk/unfinished-business/Unfinished Business_0.mp3,Unfinished Business,Mega Pixel Music Lab,CC-BY 3.0; CC-BY-SA 3.0; GPL 2.0; GPL 3.0,https://opengameart.org/content/unfinished-business,3990588
bulk/unfinished-business/unfinished_business_snes.mp3,Unfinished Business,Mega Pixel Music Lab,CC-BY 3.0; CC-BY-SA 3.0; GPL 2.0; GPL 3.0,https://opengameart.org/content/unfinished-business,3808569
bulk/ps2-horror-mystery-ambient-theme/amb.mp3,PS2 horror / mystery ambient theme,Tarush Singhal,CC0,https://opengameart.org/content/ps2-horror-mystery-ambient-theme,2359354
bulk/dance-party/Dance_Powder_0.mp3,Dance Party,Macro,CC-BY 3.0,https://opengameart.org/content/dance-party,2969225
bulk/arcade-fast-flow-sound/Arcade fast flow1_Intro.ogg,Arcade fast flow Sound,Trinnox,CC-BY 3.0; GPL 2.0,https://opengameart.org/content/arcade-fast-flow-sound,181520
bulk/arcade-fast-flow-sound/Arcade fast flow1_2.ogg,Arcade fast flow Sound,Trinnox,CC-BY 3.0; GPL 2.0,https://opengameart.org/content/arcade-fast-flow-sound,1474283
bulk/music-box-game-over-iii/Music Box Game Over III_0.mp3,Music Box Game Over III,KLY,CC-BY 3.0,https://opengameart.org/content/music-box-game-over-iii,297182
bulk/the-final/Kim Lightyear - The Final_0.mp3,The Final,KLY,CC-BY 3.0,https://opengameart.org/content/the-final,7872061
bulk/music-box-game-over-iii/Music Box Game Over III.wav,Music Box Game Over III,KLY,CC-BY 3.0,https://opengameart.org/content/music-box-game-over-iii,2581490
bulk/1-2-3-4-guitar/1-2-3-4 (Guitar)_0.mp3,1-2-3-4 (Guitar),Pro Sensory,CC0; Public Domain,https://opengameart.org/content/1-2-3-4-guitar,2948501
bulk/mystery-manor/Mystery Manor.mp3,Mystery Manor,Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/mystery-manor,2559888
bulk/happy-clappy-loop/HappyClappyLoop.wav,Happy Clappy Loop,OwlishMedia,CC0,https://opengameart.org/content/happy-clappy-loop,6162894
bulk/mystery-manor/Mystery Manor.ogg,Mystery Manor,Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/mystery-manor,3362231
bulk/desert-theme/caravan.ogg.ogg,Desert theme,yd,CC0; Public Domain,https://opengameart.org/content/desert-theme,1990821
bulk/8bit-sfx/1.wav,8bit SFX,celestialghost8,CC0,https://opengameart.org/content/8bit-sfx,126170
bulk/synth-wave-2-by-alex/synth_wave_2_alex_mastererd.wav,Synth Wave 2 by Alex,Pro Sensory,CC0,https://opengameart.org/content/synth-wave-2-by-alex,26179568
bulk/8bit-sfx/2.wav,8bit SFX,celestialghost8,CC0,https://opengameart.org/content/8bit-sfx,565700
bulk/town-theme-rpg/TownTheme.mp3,Town Theme RPG,cynicmusic,CC0; Public Domain,https://opengameart.org/content/town-theme-rpg,1316581
bulk/8bit-sfx/3.wav,8bit SFX,celestialghost8,CC0,https://opengameart.org/content/8bit-sfx,565700
bulk/8bit-sfx/4.wav,8bit SFX,celestialghost8,CC0,https://opengameart.org/content/8bit-sfx,473972
bulk/8bit-sfx/6.wav,8bit SFX,celestialghost8,CC0,https://opengameart.org/content/8bit-sfx,382244
bulk/8bit-sfx/5.wav,8bit SFX,celestialghost8,CC0,https://opengameart.org/content/8bit-sfx,565700
bulk/simple-piano-chords/chords2.wav,Simple piano chords,8125,CC0,https://opengameart.org/content/simple-piano-chords,14434408
bulk/simple-piano-chords/chords.wav,Simple piano chords,8125,CC0,https://opengameart.org/content/simple-piano-chords,15564904
bulk/8bit-sfx/7.wav,8bit SFX,celestialghost8,CC0,https://opengameart.org/content/8bit-sfx,382244
bulk/8bit-sfx/8.wav,8bit SFX,celestialghost8,CC0,https://opengameart.org/content/8bit-sfx,382244
bulk/8bit-sfx/9.wav,8bit SFX,celestialghost8,CC0,https://opengameart.org/content/8bit-sfx,565700
bulk/8bit-sfx/10.wav,8bit SFX,celestialghost8,CC0,https://opengameart.org/content/8bit-sfx,565700
bulk/8bit-sfx/11.wav,8bit SFX,celestialghost8,CC0,https://opengameart.org/content/8bit-sfx,473972
bulk/8bit-sfx/12.wav,8bit SFX,celestialghost8,CC0,https://opengameart.org/content/8bit-sfx,565700
bulk/trance-adventure/trance_adventure_bpm140.mp3,Trance Adventure,MintoDog,CC0,https://opengameart.org/content/trance-adventure,5487927
bulk/mahjongg-nes-bgm/Mahjongg BGM 01 N163_0.ogg,Mahjongg NES BGM,Spring Spring,CC0,https://opengameart.org/content/mahjongg-nes-bgm,1255683
"bulk/indoor-bar-piano/Indoor Bar Piano - 8:31:14, 10.58 PM.mp3",Indoor Bar Piano,Botanic,CC-BY 3.0; OGA-BY 3.0,https://opengameart.org/content/indoor-bar-piano,2479251
bulk/mahjongg-nes-bgm/bgm 02_0.ogg,Mahjongg NES BGM,Spring Spring,CC0,https://opengameart.org/content/mahjongg-nes-bgm,1285806
bulk/mahjongg-nes-bgm/Bogstav Spillet NAMCO - Track 05 (BGM03)_0.ogg,Mahjongg NES BGM,Spring Spring,CC0,https://opengameart.org/content/mahjongg-nes-bgm,1207903
bulk/trance-adventure/trance_adventure_bpm140_0.ogg,Trance Adventure,MintoDog,CC0,https://opengameart.org/content/trance-adventure,4344215
bulk/mahjongg-nes-bgm/Bogstav Spillet NAMCO - Track 06 (BGM04)_0.ogg,Mahjongg NES BGM,Spring Spring,CC0,https://opengameart.org/content/mahjongg-nes-bgm,826111
bulk/gb-victory-stinger-and-game-over-man/Victory Stinger_0.mp3,GB Victory Stinger and Game over man,Bogart VGM,CC-BY 4.0,https://opengameart.org/content/gb-victory-stinger-and-game-over-man,161820
bulk/mahjongg-nes-bgm/Bogstav Spillet NAMCO - Track 10 (TITLE BGM)_0.ogg,Mahjongg NES BGM,Spring Spring,CC0,https://opengameart.org/content/mahjongg-nes-bgm,803739
bulk/mahjongg-nes-bgm/Bogstav Spillet NAMCO - Track 12 (BGM05)_0.ogg,Mahjongg NES BGM,Spring Spring,CC0,https://opengameart.org/content/mahjongg-nes-bgm,1146854
bulk/gb-victory-stinger-and-game-over-man/Game over man_0.mp3,GB Victory Stinger and Game over man,Bogart VGM,CC-BY 4.0,https://opengameart.org/content/gb-victory-stinger-and-game-over-man,775692
bulk/action-track/actionTrack_0.mp3,Action Track,LushoGames,CC0,https://opengameart.org/content/action-track,2223441
bulk/my-life-electro-loop/My life (Electro Loop)_125BPM.mp3,My Life (Electro Loop),Snabisch,CC-BY 3.0,https://opengameart.org/content/my-life-electro-loop,1476548
bulk/sad-scene-music-what-is-left/WhatIsLeft_0.mp3,Sad Scene Music (What is Left),SeKa,CC0,https://opengameart.org/content/sad-scene-music-what-is-left,2116688
bulk/mysterious-intro-theme/memento_0.mp3,Mysterious intro theme,fluffclipse,CC0,https://opengameart.org/content/mysterious-intro-theme,3491505
bulk/menu-music-loop/Menu Music.ogg,Menu Music Loop,HorrorPen,CC-BY 3.0,https://opengameart.org/content/menu-music-loop,2025930
bulk/menu-music-loop/Menu Music_0.mp3,Menu Music Loop,HorrorPen,CC-BY 3.0,https://opengameart.org/content/menu-music-loop,1424307
bulk/this-world-is-sht/This World is Sh#t.ogg,This World Is Sh#t,Alexandr Zhelanov,CC-BY 4.0,https://opengameart.org/content/this-world-is-sht,7668650
bulk/sad-strings/Sad Strings theme_0.wav,Sad Strings,Trinnox,CC-BY 3.0,https://opengameart.org/content/sad-strings,16771746
bulk/town/Town_0.mp3,Town,Pro Sensory,CC0,https://opengameart.org/content/town,1537924
bulk/fire-level/Danish Mega Pony v. 4 OST - Track 02 (Fire Level)_0.mp3,Fire Level,Spring Spring,CC0,https://opengameart.org/content/fire-level,1324559
"bulk/fire-level/Fire Level (Atari, ZX Spectrum, Sega Master System Rearrange)_0.mp3",Fire Level,Spring Spring,CC0,https://opengameart.org/content/fire-level,1700619
bulk/dark-ambience-loop/Iwan Gabovitch - Dark Ambience Loop.ogg,Dark Ambience Loop,qubodup,CC-BY 3.0; CC0; GPL 2.0; GPL 3.0,https://opengameart.org/content/dark-ambience-loop,438442
bulk/fire-level/Fire Level (VRC6 Rearrange)_2.mp3,Fire Level,Spring Spring,CC0,https://opengameart.org/content/fire-level,2777406
bulk/gypselectric-guitar/GypsyTrial8.wav,Gypselectric (Guitar),Pro Sensory,CC0,https://opengameart.org/content/gypselectric-guitar,18750520
bulk/racing-car-engine-sound-loops/loop_0.wav,racing car engine sound loops,domasx2,CC0,https://opengameart.org/content/racing-car-engine-sound-loops,76332
bulk/dark-ambience-loop/Iwan Gabovitch - Dark Ambience Loop.mp3,Dark Ambience Loop,qubodup,CC-BY 3.0; CC0; GPL 2.0; GPL 3.0,https://opengameart.org/content/dark-ambience-loop,615213
bulk/racing-car-engine-sound-loops/loop_1_0.wav,racing car engine sound loops,domasx2,CC0,https://opengameart.org/content/racing-car-engine-sound-loops,58920
bulk/racing-car-engine-sound-loops/loop_2_0.wav,racing car engine sound loops,domasx2,CC0,https://opengameart.org/content/racing-car-engine-sound-loops,60322
bulk/racing-car-engine-sound-loops/loop_3_0.wav,racing car engine sound loops,domasx2,CC0,https://opengameart.org/content/racing-car-engine-sound-loops,54454
bulk/racing-car-engine-sound-loops/loop_4_0.wav,racing car engine sound loops,domasx2,CC0,https://opengameart.org/content/racing-car-engine-sound-loops,55760
bulk/dark-ambience-loop/Iwan Gabovitch - Dark Ambience Loop.flac,Dark Ambience Loop,qubodup,CC-BY 3.0; CC0; GPL 2.0; GPL 3.0,https://opengameart.org/content/dark-ambience-loop,5678760
bulk/racing-car-engine-sound-loops/loop_5_0.wav,racing car engine sound loops,domasx2,CC0,https://opengameart.org/content/racing-car-engine-sound-loops,55648
bulk/cyber-streets/Cyber Streets.mp3,Cyber Streets,Eric Matyas,CC-BY 3.0,https://opengameart.org/content/cyber-streets,3025483
bulk/ethnic-electronic-north-west-theme/c9b3769321db.mp3,Ethnic electronic north west theme,obscure music,CC0; Public Domain,https://opengameart.org/content/ethnic-electronic-north-west-theme,6918588
bulk/end-credits-theme/End_Credits_Theme_ogg.ogg,End Credits Theme,CleytonKauffman,CC0,https://opengameart.org/content/end-credits-theme,1868736
bulk/mystery-of-cthulhu/mystery.mp3,Mystery of Cthulhu,digitl,CC-BY 3.0,https://opengameart.org/content/mystery-of-cthulhu,2886060
bulk/tactical-pursuit/Tactical Pursuit_0.mp3,Tactical Pursuit,Matthew Pablo,CC-BY 3.0,https://opengameart.org/content/tactical-pursuit,3289875
bulk/jazz-0/Jazz.wav,Jazz,Pro Sensory,CC0,https://opengameart.org/content/jazz-0,18900124
bulk/calm-relax-1-synthwave-421k/007_Synthwave_421k.mp3,Calm Relax 1 (Synthwave 421k),cynicmusic,CC0,https://opengameart.org/content/calm-relax-1-synthwave-421k,18976382
bulk/typhoons-theme/hayden - Track 05 (Typhoon's Theme)_4.ogg,Typhoon's Theme,Spring Spring,CC0,https://opengameart.org/content/typhoons-theme,673227
bulk/typhoons-theme/hayden - Track 05 (Typhoon's Theme)new_0.ogg,Typhoon's Theme,Spring Spring,CC0,https://opengameart.org/content/typhoons-theme,533290
bulk/aerobics-synth-wave/Synth Wave Aerobics.wav,Aerobics Synth Wave,Pro Sensory,CC0,https://opengameart.org/content/aerobics-synth-wave,23697452
bulk/typhoons-theme/hayden - Track 05 (Typhoon's Theme (v3))_0.ogg,Typhoon's Theme,Spring Spring,CC0,https://opengameart.org/content/typhoons-theme,552029
bulk/happy-lullaby-song17/song17.mp3,Happy Lullaby (song17),cynicmusic,CC0; GPL,https://opengameart.org/content/happy-lullaby-song17,442152
bulk/typhoons-theme/hayden - Track 05 (Typhoon's Theme)4_2.ogg,Typhoon's Theme,Spring Spring,CC0,https://opengameart.org/content/typhoons-theme,2875844
bulk/electro-prologue/electro_prologue_long_intro.mp3,Electro Prologue,tcarisland,CC-BY 4.0,https://opengameart.org/content/electro-prologue,6601723
bulk/electro-prologue/electro_prologue_short_intro_1.mp3,Electro Prologue,tcarisland,CC-BY 4.0,https://opengameart.org/content/electro-prologue,6001951
bulk/atmospheric-beat/never_as_it_was.wav,Atmospheric Beat,RUOK,CC0,https://opengameart.org/content/atmospheric-beat,23783272
bulk/my-life-is-broken-fm-electro-vocal-version/My Life Is Broken FM.mp3,My life is broken (FM Electro Vocal Version),Snabisch,CC-BY 3.0,https://opengameart.org/content/my-life-is-broken-fm-electro-vocal-version,1968068
bulk/dawn-of-hopetechno/techno_dawn_prog_v4_0.ogg,Dawn of Hope(Techno),Centurion_of_war,CC0,https://opengameart.org/content/dawn-of-hopetechno,1562513
bulk/space-orchestral/space.flac,Space (orchestral),lasercheese,CC-BY 3.0,https://opengameart.org/content/space-orchestral,6594210
bulk/tunnel-through-time-puzzle-esq/tunnel_through_time.mp3,Tunnel Through Time | Puzzle-esq,Patrick Maney,CC-BY 3.0,https://opengameart.org/content/tunnel-through-time-puzzle-esq,2246145
bulk/dramatic-action/HorrorPen - Dramatic Action.ogg,Dramatic Action,HorrorPen,CC-BY 3.0,https://opengameart.org/content/dramatic-action,3097710
bulk/dramatic-action/HorrorPen - Dramatic Action_0.mp3,Dramatic Action,HorrorPen,CC-BY 3.0,https://opengameart.org/content/dramatic-action,2698487
bulk/victory-theme-for-rpg/Victory1_1.mp3,Victory Theme for RPG,cynicmusic,CC0,https://opengameart.org/content/victory-theme-for-rpg,1361839
bulk/electro-opening-theme/Electro Opening Theme.ogg,Electro Opening Theme,CleytonKauffman,CC0,https://opengameart.org/content/electro-opening-theme,1369641
bulk/sci-fi-trance-looping/Sci-Fi Trance_0.mp3,Sci-Fi Trance (Looping),Eric Matyas,CC-BY 4.0,https://opengameart.org/content/sci-fi-trance-looping,582833
bulk/cute-bass/cute_bass_0.mp3,Cute Bass,Pro Sensory,CC0,https://opengameart.org/content/cute-bass,5766836
bulk/medieval-town/022815townbgm_0.ogg,medieval town,syncopika,CC-BY 3.0,https://opengameart.org/content/medieval-town,1431597
bulk/action-synthharp-track/PetterTheSturgeon - Anything_1.waw_.mp3,Action synth+harp track,PetterTheSturgeon,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0; GPL 2.0; GPL 3.0; OGA-BY 3.0,https://opengameart.org/content/action-synthharp-track,4372688
bulk/desert-zone-0/Desert Zone.mp3,Desert Zone,Concongames,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0; CC0; GPL 2.0; GPL 3.0; OGA-BY 3.0,https://opengameart.org/content/desert-zone-0,1314042
bulk/grassy-world-overture-8bitorchestral/Grassy World (8-Bit_Orchestral Overture) - Main Title Theme.mp3,Grassy World Overture (8bit/Orchestral),Matthew Pablo,CC-BY 3.0,https://opengameart.org/content/grassy-world-overture-8bitorchestral,7836622
bulk/the-lob-beat-ver-party-sector-raining-beat-loop-tad-vs-joth-vs-stereophysics/thelobstervermix2_0.ogg,The Lob (beat ver.) & Party sector & raining beat loop (Tad vs Joth vs StereoPhysics),glitchart,CC-BY 3.0; CC-BY 4.0; CC0,https://opengameart.org/content/the-lob-beat-ver-party-sector-raining-beat-loop-tad-vs-joth-vs-stereophysics,3844986
bulk/some-bad-song-overusing-80s-synth-presets/some bad song overusing 80's synth presets_0.ogg,Some Bad Song Overusing 80's Synth Presets,Spring Spring,CC0,https://opengameart.org/content/some-bad-song-overusing-80s-synth-presets,7766942
bulk/the-lob-beat-ver-party-sector-raining-beat-loop-tad-vs-joth-vs-stereophysics/thelobstervermix2cm.ogg,The Lob (beat ver.) & Party sector & raining beat loop (Tad vs Joth vs StereoPhysics),glitchart,CC-BY 3.0; CC-BY 4.0; CC0,https://opengameart.org/content/the-lob-beat-ver-party-sector-raining-beat-loop-tad-vs-joth-vs-stereophysics,3425293
bulk/medieval-town/022815townbgm.wav,medieval town,syncopika,CC-BY 3.0,https://opengameart.org/content/medieval-town,17119276
